,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
64,4,A1 LM,SHRIMPLIN,2825.0,16.96791472444282,0.6866585720991034,5.492389081570192,10.193030040586818,3.5240925455655994,2,0.574
65,4,A1 LM,SHRIMPLIN,2825.5,19.518058300026,0.7167715855039729,8.725506047983872,1.0695897620104269,4.65067333810521,2,0.556
66,4,A1 LM,SHRIMPLIN,2826.0,70.44345153758485,0.6395703834059461,10.74273662833232,13.960228869529967,3.6989239635946563,2,0.537
67,6,A1 LM,SHRIMPLIN,2826.5,73.40670591377811,0.3418141674760159,-1.5517699693086282,18.92982013611507,3.4382735253984147,2,0.519
68,6,A1 LM,SHRIMPLIN,2827.0,44.033286788320396,0.6097388782647195,9.334283515203474,12.927423570802635,2.756889465855566,2,0.5
69,6,A1 LM,SHRIMPLIN,2827.5,16.695038028344563,0.564006413266694,8.986086836791138,15.736985528551896,2.9194345156430224,2,0.48100000000000004
70,6,A1 LM,SHRIMPLIN,2828.0,20.586329023605124,0.539800616840235,5.759218565276544,16.60145026012481,2.884197974550167,2,0.46299999999999997
71,6,A1 LM,SHRIMPLIN,2828.5,25.94987462281705,0.510739216393927,3.7777294810893074,16.95959162940931,2.7033344645258093,2,0.444
72,6,A1 LM,SHRIMPLIN,2829.0,27.635945064442346,0.5050371430588726,1.5551853372783477,15.067278652006316,2.6404331551379885,2,0.426
73,6,A1 LM,SHRIMPLIN,2829.5,24.216413923310924,0.5222400542491438,0.7339817909189739,12.592694239970154,3.011829429870168,2,0.40700000000000003
74,6,A1 LM,SHRIMPLIN,2830.0,46.733481811753094,0.5517716787940922,1.082178469331311,10.06396997677762,3.336241241279491,2,0.37
75,6,A1 LM,SHRIMPLIN,2830.5,38.42702281309815,0.6239517493184327,1.2456433152894295,8.306527026522524,3.318313590973791,2,0.35200000000000004
76,6,A1 LM,SHRIMPLIN,2831.0,-35.285195021488946,0.3145320556187343,2.7545031015424484,19.150932113278834,4.390379687451722,2,0.33299999999999996
77,6,A1 LM,SHRIMPLIN,2831.5,-48.63683156869347,0.26840261859172043,1.7024701650102014,17.899334383630006,4.423136912928405,2,0.315
78,6,A1 LM,SHRIMPLIN,2832.0,-26.810215993427548,0.22190940949175386,2.992464776338605,16.078286889187964,4.4583734540212605,2,0.29600000000000004
79,6,A1 LM,SHRIMPLIN,2832.5,-15.243026648288392,0.19986692403075934,5.034132653061224,14.244264509172657,4.303292690372609,2,0.278
80,6,A1 LM,SHRIMPLIN,2833.0,10.20834705743286,0.17473597676487113,8.665170089172454,13.752618780142829,4.20495094223349,2,0.259
81,6,A1 LM,SHRIMPLIN,2833.5,45.39073010790613,0.1877596361488707,12.048013335845273,17.326974945643528,3.954261678513154,2,0.24100000000000002
82,6,A1 LM,SHRIMPLIN,2834.0,48.062850778388125,0.23205485597745384,12.573987264180502,19.85430970817135,3.747204319023229,2,0.222
83,6,A1 LM,SHRIMPLIN,2834.5,49.38006757931934,0.2509696912170938,11.255649131205168,20.104681726524294,3.5647175101752846,2,0.204
84,6,A1 LM,SHRIMPLIN,2835.0,54.549791464607836,0.27666449972368556,9.926820053154028,19.612463722212773,3.486628106931824,2,0.185
85,6,A1 LM,SHRIMPLIN,2835.5,64.61464285714285,0.32155877720466824,7.0758005297838436,16.425361244655555,3.502460819922972,2,0.16699999999999998
86,6,A1 LM,SHRIMPLIN,2836.0,85.1959989259653,0.3351879889722402,8.083784668616287,14.736878932804235,3.625814424636379,2,0.14800000000000002
87,6,A1 LM,SHRIMPLIN,2836.5,98.34617411009563,0.3795259766752955,7.81598919246679,13.259031191369438,3.8401106086484558,2,0.13
88,6,A1 LM,SHRIMPLIN,2837.0,87.96065437875711,0.385541484886794,5.969720401815031,11.381370794517155,4.099586795958463,2,0.111
89,6,A1 LM,SHRIMPLIN,2837.5,22.43050487324021,0.4032500266172403,6.731487556416708,10.261502351063868,4.182597769025625,2,0.09300000000000001
90,6,A1 LM,SHRIMPLIN,2838.0,35.49382589960949,0.42055843907546064,5.240276569255874,9.446494744018755,4.277138902463602,2,0.07400000000000001
91,6,A1 LM,SHRIMPLIN,2838.5,39.85830376622238,0.4488423373761893,4.931094435053014,9.231016598578805,4.4966430786665565,2,0.055999999999999994
92,6,A1 LM,SHRIMPLIN,2839.0,55.8225798005076,0.46564882773469385,3.559464206696899,10.45546721787647,4.53871129214029,2,0.037000000000000005
93,6,A1 LM,SHRIMPLIN,2839.5,60.86318200443665,0.4768470339561171,3.4487267907126284,12.423851206141977,4.779442350105318,2,0.019
94,3,B1 SH,SHRIMPLIN,2840.0,63.00304626329217,1.0184959973002572,0.49773073435667126,3.0516646355852135,4.557844334942497,1,1.0
95,3,B1 SH,SHRIMPLIN,2840.5,138.4819402804492,0.838698393592406,8.092505947598596,11.827774531448325,3.9061102381001644,1,0.9740000000000001
96,3,B1 SH,SHRIMPLIN,2841.0,151.60560200513444,0.8152332946754269,8.034491331933268,11.880312544531561,3.780005242504498,1,0.9490000000000001
97,3,B1 SH,SHRIMPLIN,2841.5,179.6747945065823,0.8083648784670635,7.92100882170548,11.775365828849292,3.787389837684611,1,0.9229999999999999
98,3,B1 SH,SHRIMPLIN,2842.0,176.60739805860234,0.8129369528916466,8.151432218033387,11.359509202584123,3.598166036454247,1,0.897
99,2,B1 SH,SHRIMPLIN,2842.5,70.5758391384525,0.5477655531335123,11.88029961670832,9.563260265089738,4.20255177269929,1,0.872
100,2,B1 SH,SHRIMPLIN,2843.0,99.52222944227675,0.5645601253088176,16.871289512103456,19.281085738694845,3.5005858145393653,1,0.846
101,2,B1 SH,SHRIMPLIN,2843.5,106.52119159283959,0.5677330802705902,20.998762547033756,22.824344738899946,3.169030199974418,1,0.821
102,2,B1 SH,SHRIMPLIN,2844.0,82.28893604283577,0.5529998970458121,20.08400102031915,20.21351741812997,3.163964724006366,1,0.795
103,2,B1 SH,SHRIMPLIN,2844.5,62.328698836164406,0.527274759046483,16.50495167967508,16.701971021543088,3.3078832637094244,1,0.769
104,2,B1 SH,SHRIMPLIN,2845.0,110.23562543417461,0.7227042369965807,0.2924234038083062,21.99737964104802,4.15047359278087,1,0.7440000000000001
105,2,B1 SH,SHRIMPLIN,2845.5,112.60574066466083,0.6920642843925784,4.328559705560682,28.605133331498887,3.281710614888669,1,0.718
106,2,B1 SH,SHRIMPLIN,2846.0,109.5645547183669,0.6763823946987554,8.404322370802708,28.771687481539182,2.7489029243020613,1,0.6920000000000001
107,2,B1 SH,SHRIMPLIN,2846.5,92.65993866452524,0.6497004289038315,9.604523491759723,24.664116180146184,2.6921556245722598,1,0.667
108,3,B1 SH,SHRIMPLIN,2847.0,168.95754333177058,0.8291875226740983,7.345194778477692,10.16031447696212,3.6372763480436974,1,0.6409999999999999
109,3,B1 SH,SHRIMPLIN,2847.5,154.4833728115215,0.853376394213084,6.041480629869511,7.2587404360147865,3.705701753719961,1,0.615
110,3,B1 SH,SHRIMPLIN,2848.0,103.69847714952567,0.8363024262400431,9.975349262029802,11.618810341819614,4.671165046306439,1,0.59
111,3,B1 SH,SHRIMPLIN,2848.5,126.29135087822037,0.758899502856652,12.1394722284811,13.581675135835917,4.215336266333898,1,0.564
112,3,B1 SH,SHRIMPLIN,2849.0,119.75099358225957,0.736142024386811,10.834217348477427,14.478007748763595,4.079493823819556,1,0.5379999999999999
113,3,B1 SH,SHRIMPLIN,2849.5,111.46778190643069,0.7125715955142484,10.503932707681775,14.960388180356825,3.9439805870578284,1,0.513
114,2,B1 SH,SHRIMPLIN,2850.0,84.31968922773237,0.5993766423168263,8.791343392233038,17.077996329579126,2.856740810862105,1,0.48700000000000004
115,2,B1 SH,SHRIMPLIN,2850.5,88.3087109383458,0.46689443243667306,4.5544551464059015,23.30411698877299,3.6764848638882484,1,0.462
116,2,B1 SH,SHRIMPLIN,2851.0,100.79486705499009,0.4630339645291167,6.130644359666864,25.841028530869853,3.3612347122475823,1,0.436
117,2,B1 SH,SHRIMPLIN,2851.5,99.79525781650426,0.46497352684135385,9.354433879354502,24.369576846049775,3.515776750494687,1,0.41
118,2,B1 SH,SHRIMPLIN,2852.0,93.59339284630659,0.47440649605424307,14.405131616214927,18.849912052395194,3.353133115038109,1,0.385
119,2,B1 SH,SHRIMPLIN,2852.5,93.40339789590242,0.4846426572906758,14.020895007077906,18.05581797830752,3.5250022863787187,1,0.359
120,2,B1 SH,SHRIMPLIN,2853.0,96.13826169186834,0.48286688244575315,11.71894731413293,21.103307011904043,3.534315462590207,1,0.33299999999999996
121,2,B1 SH,SHRIMPLIN,2853.5,87.76928931703918,0.36683507341880545,5.796648140058463,16.744045856011823,3.8809006664497687,1,0.308
122,2,B1 SH,SHRIMPLIN,2854.0,90.3133007055723,0.41421925354257866,5.236644588007039,22.626161071178785,3.49757422481192,1,0.282
123,2,B1 SH,SHRIMPLIN,2854.5,94.27262635029417,0.4495615451751725,2.684195157700718,23.2638898432199,3.2403611294652923,1,0.256
124,2,B1 SH,SHRIMPLIN,2855.0,83.89522734947826,0.49845767167743343,1.8315049088583162,18.215900057970014,2.97253447322596,1,0.231
125,3,B1 SH,SHRIMPLIN,2855.5,109.30926752616122,0.6770258342938072,10.222451414017556,15.720572686322477,3.831687817974523,1,0.205
126,3,B1 SH,SHRIMPLIN,2856.0,105.78122294964274,0.6294278862475229,9.861808328928458,15.415338347200908,3.8390820289321823,1,0.179
127,3,B1 SH,SHRIMPLIN,2856.5,105.08445904485271,0.578899677010166,9.75384073345448,15.615604338209923,3.79477169085574,1,0.154
128,3,B1 SH,SHRIMPLIN,2857.0,107.88852917612138,0.5962785787255847,9.278371243450774,15.941735312685477,3.8021521739130435,1,0.128
129,3,B1 SH,SHRIMPLIN,2857.5,112.92733847519253,0.6042537538106678,8.953634555633974,16.30776824436045,3.6906664466246,1,0.10300000000000001
130,3,B1 SH,SHRIMPLIN,2858.0,113.66390733275745,0.6003181661613008,8.527331693199873,16.18051875907619,3.6981941097259226,1,0.077
131,3,B1 SH,SHRIMPLIN,2858.5,100.95246467592224,0.6454682771685869,8.461693996169306,15.319529202719558,3.455070628446722,1,0.051
132,5,B1 LM,SHRIMPLIN,2859.0,72.52116846630423,0.899574825043968,5.271174206966993,4.9451482712133545,5.395860034529622,2,1.0
133,5,B1 LM,SHRIMPLIN,2859.5,84.65902694445,0.9939527872986398,5.110405886173023,5.274861803139556,5.350600697667985,2,0.9440000000000001
134,5,B1 LM,SHRIMPLIN,2860.0,96.71783963807796,1.054093940000635,5.366252100881123,5.399468152170567,5.238299449199579,2,0.889
135,5,B1 LM,SHRIMPLIN,2860.5,96.32184879901556,1.0855949479004652,5.668170351799397,6.031949022977274,5.249452230181017,2,0.833
136,8,B1 LM,SHRIMPLIN,2861.0,11.44972006245714,0.6328759748078022,2.1167687469869607,10.993607315005844,5.595248344381784,2,0.778
137,8,B1 LM,SHRIMPLIN,2861.5,17.676746417752735,0.6470955228356184,1.4432264437960767,10.915818753206162,5.609176108740099,2,0.722
138,8,B1 LM,SHRIMPLIN,2862.0,46.96196248806368,0.6809947195949616,-0.17382696436562736,10.432015955956246,5.680230536995202,2,0.667
139,8,B1 LM,SHRIMPLIN,2862.5,34.73177122883186,0.70097646941357,2.4866797271863366,9.024578078128368,5.393834273344105,2,0.611
140,8,B1 LM,SHRIMPLIN,2863.0,35.22105151180197,0.7060588132805043,2.5513087888795383,9.235701822383866,5.3807314786306675,2,0.556
141,8,B1 LM,SHRIMPLIN,2863.5,37.63149072771002,0.716341831984053,3.508935384170906,7.772355860698777,5.784752666775172,2,0.5
142,8,B1 LM,SHRIMPLIN,2864.0,28.59164534543587,0.7483055244929044,3.1855978349364653,8.447736150018413,5.985267353064212,2,0.444
143,6,B1 LM,SHRIMPLIN,2864.5,67.11425053037382,0.48807466679972494,1.9844806375061608,14.572386499825875,4.639236964045619,2,0.389
144,6,B1 LM,SHRIMPLIN,2865.0,79.84921813496638,0.5338995046244588,-0.3211816878679121,15.56814249472372,4.702138273433438,2,0.33299999999999996
145,6,B1 LM,SHRIMPLIN,2865.5,82.49580390253263,0.29998479648810505,-4.30577404629018,28.932263704763344,2.4604042357214424,2,0.278
146,6,B1 LM,SHRIMPLIN,2866.0,70.87806040833233,0.2924312252971666,-3.204657789157446,23.46536752741151,3.1599736595458023,2,0.222
147,6,B1 LM,SHRIMPLIN,2866.5,83.83855560637957,0.4993616980699061,10.64983203029367,18.29829560143473,3.242984632612964,2,0.16699999999999998
148,6,B1 LM,SHRIMPLIN,2867.0,86.56953193981701,0.5164720814216448,9.156334160401201,17.142024003144787,3.2814386799866924,2,0.111
149,6,B1 LM,SHRIMPLIN,2867.5,95.24172601436487,0.5280476288521474,6.290535825033141,15.400327154264316,3.686429571948491,2,0.055999999999999994
150,3,B2 SH,SHRIMPLIN,2868.0,81.33096107197038,0.6423635146285616,8.662827521410502,14.87581414458484,3.3049047571956427,1,1.0
151,3,B2 SH,SHRIMPLIN,2868.5,69.93461319696087,0.679704351959158,9.111062879727575,14.328824942635336,3.42742746367307,1,0.9640000000000001
152,3,B2 SH,SHRIMPLIN,2869.0,49.88135115913803,0.7173767608034349,9.457453117836982,13.975648329231042,3.5078453523718647,1,0.929
153,3,B2 SH,SHRIMPLIN,2869.5,23.3587211429069,0.7746014618940008,8.334217028314391,13.152755226390115,3.644989953458774,1,0.893
154,2,B2 SH,SHRIMPLIN,2870.0,81.52917937245951,0.5409602550964178,6.8120891050520544,9.63915979001113,3.2869224431534327,1,0.857
155,2,B2 SH,SHRIMPLIN,2870.5,86.34312524634431,0.5519525757582862,7.6975231833817075,15.126228821674331,3.7593966795665223,1,0.821
156,2,B2 SH,SHRIMPLIN,2871.0,99.1221090651675,0.5661451794352611,8.989394118578511,26.483235264897043,3.6193329264923877,1,0.7859999999999999
157,2,B2 SH,SHRIMPLIN,2871.5,63.691904161790205,0.9442378224522627,2.456311500749261,-2.9445868713951526,5.049715731332497,1,0.75
158,2,B2 SH,SHRIMPLIN,2872.0,72.1372692470221,0.8473554769052578,4.489858371170516,-0.06310208060602918,4.513472003088159,1,0.7140000000000001
159,3,B2 SH,SHRIMPLIN,2872.5,10.504382213586666,0.7633962313924655,3.5091842630505954,9.725338692837742,3.8464831262121124,1,0.679
160,3,B2 SH,SHRIMPLIN,2873.0,65.37119240186531,0.714980793451072,3.912057958853388,10.738826915728794,3.8761844944697486,1,0.643
161,3,B2 SH,SHRIMPLIN,2873.5,92.84200286951881,0.6392099631489697,4.862315644707806,12.091976369106332,3.652671826922873,1,0.607
162,3,B2 SH,SHRIMPLIN,2874.0,118.96872064161292,0.5589682782476966,7.650272258688535,14.044256536804049,3.3377343009094664,1,0.5710000000000001
163,3,B2 SH,SHRIMPLIN,2874.5,130.69858198472923,0.5351831897432209,7.810639356645142,17.642012318243367,3.1494237185924416,1,0.536
164,3,B2 SH,SHRIMPLIN,2875.0,131.61697217710037,0.569315769768596,7.495367467152871,18.44716822385905,2.5588917706667864,1,0.5
165,2,B2 SH,SHRIMPLIN,2875.5,86.4169587188467,0.8332809319290821,9.31329625120746,8.145816891220392,3.960208436755661,1,0.46399999999999997
166,2,B2 SH,SHRIMPLIN,2876.0,101.40076399347323,0.7762453781715759,10.81288536340764,14.036771282173834,3.6690936779000554,1,0.429
167,2,B2 SH,SHRIMPLIN,2876.5,107.26505156942576,0.5176730890524289,17.70242504105585,17.975505278731326,3.9420862932386895,1,0.39299999999999996
168,2,B2 SH,SHRIMPLIN,2877.0,107.01118599132897,0.51551845416935,17.85698853242518,19.124661688725688,3.979065722703497,1,0.35700000000000004
169,2,B2 SH,SHRIMPLIN,2877.5,102.19967167573697,0.5084497654559863,13.730102014472262,17.28448304929504,3.8914811743976276,1,0.321
170,2,B2 SH,SHRIMPLIN,2878.0,96.80600375633438,0.5051482456451225,12.682828844345734,15.666274859805442,3.8357736901878003,1,0.28600000000000003
171,2,B2 SH,SHRIMPLIN,2878.5,96.69287871988507,0.4944936067481071,12.045104175160953,12.467707640412044,3.850394997889674,1,0.25
172,2,B2 SH,SHRIMPLIN,2879.0,83.19324231014991,0.4887405153788411,11.30403646368537,11.094935409886356,3.803091849921814,1,0.214
173,2,B2 SH,SHRIMPLIN,2879.5,80.84137731335882,0.4869918588731925,0.39859954859591173,24.96260624900698,3.794089843642935,1,0.179
174,3,B2 SH,SHRIMPLIN,2880.0,127.15018959954949,0.6688242468710175,4.689178846221243,20.80832678317995,2.759795192307512,1,0.14300000000000002
175,3,B2 SH,SHRIMPLIN,2880.5,110.02492942043145,0.7338301245335077,4.819266292703511,19.853077534823733,3.0655138989034905,1,0.107
176,3,B2 SH,SHRIMPLIN,2881.0,147.63388904134837,1.06825899654509,6.963419745745433,8.329992975116784,4.205532203193726,1,0.071
177,3,B2 SH,SHRIMPLIN,2881.5,159.24619780719507,1.0403677636312272,-0.3267192119408717,4.663628986104461,4.439880728361436,1,0.036000000000000004
178,7,B2 LM,SHRIMPLIN,2882.0,48.40733535463186,0.7315495444292136,6.84282295205937,3.2378704877195155,5.071863904665511,2,1.0
179,7,B2 LM,SHRIMPLIN,2882.5,57.01748094287959,0.8194961567935188,5.979929317387926,3.353747433016413,5.544323663094187,2,0.938
180,7,B2 LM,SHRIMPLIN,2883.0,32.95669487257259,0.7876545028992679,8.69966250286798,2.209660299409472,4.8313952339093,2,0.875
181,8,B2 LM,SHRIMPLIN,2883.5,35.70773030249068,0.7707649955036019,0.9739736369572844,10.59683174580872,6.0417185270414695,2,0.813
182,8,B2 LM,SHRIMPLIN,2884.0,22.89246751069623,0.6566661766677623,0.5210866770055759,13.057099345815452,5.250316196882624,2,0.75
183,8,B2 LM,SHRIMPLIN,2884.5,4.451097284018829,0.6375994291884971,-1.0461332760942132,12.510569756434027,5.302437915166065,2,0.688
184,8,B2 LM,SHRIMPLIN,2885.0,8.694669312658633,0.6141162248087312,-0.7309351689803129,11.952513281343261,5.341534734794395,2,0.625
185,8,B2 LM,SHRIMPLIN,2885.5,15.49277528760408,0.6047996084991981,1.7154341522370415,11.372694230471536,5.433300421266974,2,0.563
186,8,B2 LM,SHRIMPLIN,2886.0,10.564008603434665,0.6281671816127765,2.057688002432211,11.070692157581936,5.581403058876958,2,0.5
